tract,zip,res_ratio,bus_ratio,oth_ratio,tot_ratio
17031081000,60610,0.197375908,0.158156912,0.111464968,0.191389586
17031081000,60654,0.000194565,0.001707317,0.003699137,0.000639449
17031081100,60654,0.038913029,0.002195122,0.007398274,0.030250861
17031081100,60610,0.094922516,0.099003736,0.047770701,0.09288113
17031081201,60610,0.012651873,0.001867995,0.005095541,0.011768977
17031081201,60611,0.126828635,0.150844635,0.118585298,0.129270165
17031081202,60610,0.00656023,0.011830635,0.01910828,0.007412338
17031081202,60611,0.065587596,0.014751368,0.085298197,0.060508856
17031081300,60611,0.162444452,0.127527956,0.085991678,0.155398366
17031081401,60611,0.075448441,0.185819653,0.088765603,0.088693316
17031081402,60611,0.155924616,0.048774685,0.047850208,0.13930471
17031081403,60611,0.274189886,0.259100642,0.47850208,0.280528596
17031081500,60611,0.139576373,0.213181061,0.095006935,0.146295992
17031081500,60654,0.009403982,0.024390244,0.006165228,0.012297098
17031081600,60654,0.210649199,0.069756098,0.175092478,0.180816527
17031081700,60610,0.028617331,0.156288917,0.001273885,0.033521919
17031081700,60654,0.222906803,0.25195122,0.297163995,0.231726513
17031081800,60654,0.427848758,0.615365854,0.438964242,0.466109198
17031081800,60610,0.022425277,0.087173101,0.028025478,0.025837292
17031081900,60654,0.034048901,0.00097561,0.007398274,0.026315789
17031081900,60610,0.016199752,0.01120797,0.012738854,0.015792818
17031090100,60631,0.110419548,0.062622309,0.061664954,0.102641753
17031090200,60631,0.229829414,0.168297456,0.381294964,0.233247423
17031090300,60631,0.040341171,0.107632094,0.027749229,0.046198454
17031100100,60646,0.198512945,0.179012346,0.292993631,0.2
17031100200,60646,0.007076951,0.007716049,0.008492569,0.007192575
17031100200,60631,0.259105579,0.281148076,0.248715313,0.260631443
17031100300,60631,0.203703704,0.033920417,0.104830421,0.180734536
17031100300,60646,0.001343725,0,0,0.001160093
17031100300,60656,0,0.003831418,0,0.000141253
17031100400,60631,0.09658829,0.080234834,0.045220966,0.091752577
17031100500,60656,0.173118024,0.231800766,0.046812749,0.166325305
17031100500,60631,0.01644383,0,0.004110997,0.014046392
17031100600,60656,0.153011953,0.346743295,0.083665339,0.155236952
17031100600,60630,0.002620795,0.003601441,0.000578704,0.002543068
17031100700,60656,0.148262487,0.074712644,0.010956175,0.135814676
17031100700,60630,0.00352616,0.00060024,0,0.003076292
17031110100,60630,0.010006671,0.027611044,0.001736111,0.010623462
17031110100,60646,0.168503091,0.114197531,0.267515924,0.166666667
17031110200,60630,0.051605832,0.111644658,0.030671296,0.054224774
17031110200,60646,0.001343725,0,0.008492569,0.001469451
17031110300,60630,0.093252645,0.029411765,0.048611111,0.085726005
17031110400,60630,0.086486229,0.044417767,0.109953704,0.085274815
17031110501,60630,0.07952921,0.037815126,0.039930556,0.073872026
17031110502,60630,0.070475555,0.120648259,0.16087963,0.080311731
17031120100,60646,0.14028487,0.077160494,0.063694268,0.131167827
17031120200,60646,0.160799068,0.243055556,0.146496815,0.168522815
17031120300,60659,0.000063436,0.002676182,0,0.000333191
17031120300,60646,0.221625011,0.197530864,0.148619958,0.216550657
17031120400,60646,0.000716653,0,0,0.000618716
17031120400,60630,0.060993043,0.069027611,0.036458333,0.059803117
17031130100,60646,0.048553256,0.022376543,0.040339703,0.045630317
17031130100,60659,0.17165694,0.281445138,0.026307026,0.162596982
17031130200,60630,0.018869723,0.018007203,0.009837963,0.018170632
17031130200,60646,0.020514199,0.074845679,0.01910828,0.025908739
17031130300,60659,0.119195636,0.09455843,0.0999001,0.113808368
17031140100,60625,0.037768739,0.028327338,0.055806452,0.039977628
17031140200,60625,0.060919294,0.058902878,0.076290323,0.06312769
17031140301,60625,0.026361662,0.040017986,0.032258065,0.027989203
17031140301,60630,0.000810064,0.00120048,0.000578704,0.000820345
17031140302,60630,0.001000667,0.00240096,0.001157407,0.001107465
17031140302,60625,0.041010428,0.003597122,0.047258065,0.039928994
17031140400,60630,0.105689507,0.128451381,0.093171296,0.10635767
17031140500,60630,0.058848756,0.069627851,0.069444444,0.060336341
17031140500,60641,0.000274941,0.006490496,0,0.000705029
17031140601,60625,0.025107801,0.012140288,0.01,0.022128736
17031140601,60630,0.000619461,0.017406963,0.002893519,0.00192781
17031140601,60618,0.000552944,0.001926164,0,0.000589957
17031140602,60625,0.05388544,0.029676259,0.070967742,0.055151618
17031140602,60618,0.002211778,0.008988764,0.005432511,0.003040548
17031140701,60625,0.034894033,0.067895683,0.038548387,0.037229774
17031140702,60625,0.053518456,0.025629496,0.061129032,0.0531576
17031140702,60618,0.003345314,0.020224719,0.003552027,0.004560822
17031140800,60618,0.006386508,0.036276083,0.012118679,0.009121645
17031140800,60625,0.074008379,0.056205036,0.070967742,0.072587117
17031150200,60630,0.045458877,0.051020408,0.053819444,0.046431501
17031150200,60641,0.081146897,0.13444599,0.10142923,0.086483583
17031150300,60641,0.046032993,0.024571164,0.031350853,0.043409656
17031150300,60630,0.10406938,0.118247299,0.141782407,0.107711239
17031150300,60634,0.00026001,0.005838641,0,0.000589932
17031150401,60630,0.077003717,0.06302521,0.088541667,0.076866284
17031150401,60634,0.0039373,0.009023355,0.015240328,0.004883325
17031150402,60634,0.048547656,0.049363057,0.03985932,0.048112218
17031150501,60634,0.002637248,0.001061571,0.006447831,0.002753015
17031150501,60630,0.061564853,0.007202881,0.026041667,0.05533224
17031150502,60630,0.000238254,0,0.000578704,0.000246103
17031150502,60634,0.05482505,0.045647558,0.084407972,0.055912428
17031150600,60634,0.050182007,0.086518047,0.048065651,0.052307289
17031150700,60641,0.055341712,0.011126565,0.029045643,0.050224938
17031150700,60634,0.001448629,0.005838641,0.004689332,0.001900891
17031150800,60641,0.063472113,0.057023644,0.042876902,0.061505405
17031151001,60641,0.031343284,0.014371813,0.01659751,0.029040489
17031151002,60641,0.118499607,0.137227631,0.082987552,0.117269858
17031151100,60634,0.001002897,0.016985138,0.005275498,0.002228631
17031151100,60641,0.06205813,0.042188224,0.045643154,0.05942389
17031151200,60634,0.046207563,0.048301486,0.047479484,0.046407971
17031160100,60630,0.043552845,0.052220888,0.05150463,0.044708778
17031160100,60641,0.000353496,0.004172462,0.003227294,0.00083932
17031160200,60630,0.023634804,0.025210084,0.031828704,0.024323216
17031160200,60641,0.03008641,0.032916087,0.028584601,0.030181965
17031160300,60618,0.000635886,0,0.001044714,0.000635338
17031160300,60641,0.080400628,0.057487251,0.217150761,0.088699389
17031160400,60618,0.050981476,0.060995185,0.060384455,0.052710399
17031160400,60641,0.005223881,0.013908206,0.011987091,0.006345263
17031160501,60618,0.036439038,0.021508828,0.043251149,0.036123528
17031160501,60625,0.000183492,0,0.00016129,0.000170221
17031160502,60618,0.035333149,0.028892456,0.033639783,0.034694016
17031160601,60618,0.038512579,0.025040128,0.05244463,0.039073314
17031160602,60618,0.043240254,0.024719101,0.054743,0.043180323
17031160700,60618,0.056427979,0.037560193,0.032177183,0.052460802
17031160800,60618,0.055681504,0.081219904,0.030923527,0.05479794
17031160900,60618,0.024440144,0.017656501,0.011491851,0.022554514
17031160900,60641,0.004752553,0.00880853,0.011065007,0.005505942
17031161000,60618,0.000110589,0,0.000208943,0.000113453
17031161000,60641,0.033307148,0.032916087,0.048870447,0.03441214
17031161100,60641,0.031343284,0.036624942,0.041032734,0.032431344
17031161200,60641,0.033267871,0.035697728,0.017980636,0.032330625
17031161300,60641,0.058523174,0.090403338,0.094052559,0.063419056
17031170100,60634,0.042567417,0.047770701,0.03985932,0.042737284
17031170200,60634,0.046207563,0.043524416,0.02989449,0.045129785
17031170300,60634,0.096166704,0.116772824,0.074443142,0.096224436
17031170400,60634,0.056162246,0.05626327,0.040445487,0.055289722
17031170500,60634,0.074622985,0.027070064,0.076787808,0.071807813
17031170600,60634,0.035287126,0.009023355,0.017584994,0.032675669
17031170700,60634,0.04267885,0.018046709,0.037514654,0.040869166
17031170800,60634,0.0528564,0.063163482,0.055099648,0.053618249
17031170900,60634,0.004123022,0.015923567,0.018171161,0.005637126
17031171000,60634,0.098135354,0.102441614,0.112543962,0.099206869
17031171100,60634,0.046170418,0.040870488,0.032239156,0.045064237
17031180100,60634,0.070091375,0.038747346,0.076201641,0.06849764
17031190100,60639,0.000043885,0.01869831,0.00532198,0.002295333
17031190100,60641,0.025176748,0.029207232,0.017519594,0.024911032
17031190200,60639,0.003686312,0.011506652,0.014901543,0.005246475
17031190200,60641,0.054399057,0.039406583,0.02120793,0.050896394
17031190300,60641,0.06802828,0.057487251,0.044260028,0.065534144
17031190300,60639,0.001360425,0.012585401,0.003725386,0.002659671
17031190300,60634,0.001374341,0.026539278,0.00996483,0.003408495
17031190401,60639,0.004125159,0.004674577,0.009047366,0.004517798
17031190401,60634,0.041193076,0.052016985,0.041031653,0.041852386
17031190402,60634,0.052967833,0.06104034,0.053341149,0.053487153
17031190402,60639,0.002896388,0.014383315,0.009047366,0.004481364
17031190601,60639,0.043621363,0.016540813,0.040447046,0.040660181
17031190602,60639,0.052091105,0.031283711,0.034592869,0.048784931
17031190701,60639,0.029271076,0.033081625,0.022884513,0.029219951
17031190702,60639,0.047044367,0.02121539,0.03938265,0.043902794
17031190800,60639,0.07403344,0.060409924,0.078233103,0.072940576
17031190900,60639,0.026769649,0.01618123,0.018094731,0.025102926
17031191000,60639,0.025233686,0.026968716,0.017030335,0.024847889
17031191100,60639,0.11010664,0.101761956,0.100585418,0.10860932
17031191200,60639,0.033571773,0.028766631,0.04204364,0.033664881
17031191301,60639,0.052266643,0.042071197,0.038318254,0.050278719
17031191302,60639,0.051213411,0.060050342,0.04470463,0.051663205
17031200100,60641,0.047682639,0.012053778,0.009220839,0.042301753
17031200100,60639,0.00065827,0.010068321,0.003193188,0.001785259
17031200200,60639,0.061087462,0.044228695,0.046301224,0.058367035
17031200300,60639,0.017904946,0.030204962,0.023416711,0.019528546
17031200401,60639,0.040944398,0.011866235,0.043640234,0.038182679
17031200402,60639,0.049589678,0.025889968,0.064395955,0.048201989
17031200402,60647,0.000163903,0.004145078,0.00132736,0.000571065
17031210100,60618,0.043046724,0.057463884,0.038654409,0.043588755
17031210400,60639,0,0.002157497,0.000532198,0.000255037
17031210400,60641,0.030871956,0.027816412,0.026279391,0.030316256
17031210501,60618,0.034559027,0.036597111,0.026953615,0.033877153
17031210501,60641,0.000039277,0.00880853,0.000461042,0.000705029
17031210502,60618,0.033066077,0.012520064,0.037818638,0.032129972
17031210502,60641,0.000824823,0.007881317,0.002766252,0.001477204
17031210502,60647,0.003578551,0.007253886,0.004148001,0.003887632
17031210601,60618,0.029001935,0.01540931,0.034057668,0.028590229
17031210602,60647,0.004671238,0.00656304,0.006470881,0.005029761
17031210602,60618,0.038236107,0.061316212,0.045549519,0.04066166
17031210700,60618,0.040724357,0.016693419,0.048892603,0.039912868
17031210700,60647,0.003032207,0.00552677,0.00265472,0.003140855
17031210800,60618,0.010367708,0.010914928,0.013790221,0.010778063
17031210800,60647,0.000491709,0.003454231,0.00049776,0.000680885
17031210900,60647,0.002431229,0.001727116,0.003318401,0.002503899
17031210900,60618,0.033563727,0.054253612,0.034684496,0.03514783
17031220300,60647,0.025459612,0.014853195,0.027542724,0.02506095
17031220400,60647,0.027371814,0.036960276,0.021569603,0.027213424
17031220500,60647,0.032698664,0.037651123,0.037166086,0.033604955
17031220601,60647,0.017537629,0.018998273,0.013107682,0.017044082
17031220602,60647,0.067528068,0.052504318,0.077650572,0.067912759
17031220701,60647,0.022263502,0.017271157,0.022399204,0.021964023
17031220702,60647,0.041986505,0.013471503,0.031192965,0.038744536
17031220702,60639,0.000877693,0.017619561,0.001064396,0.002586804
17031220901,60639,0.000570501,0.001438332,0.003193188,0.000837979
17031220901,60647,0.025077171,0.006908463,0.019246723,0.02315008
17031220902,60639,0,0.001797914,0,0.000182169
17031220902,60647,0.01917666,0.021761658,0.013439522,0.018581563
17031221000,60647,0.026306444,0.013471503,0.027708644,0.025675943
17031221100,60647,0.050700686,0.031088083,0.065704331,0.051439742
17031221200,60647,0.034829404,0.016925734,0.041977767,0.034637264
17031221300,60647,0.036659655,0.040759931,0.042309607,0.037668299
17031221400,60647,0.059332914,0.087737478,0.028538245,0.057062532
17031221500,60647,0.039282105,0.031088083,0.033349925,0.037975796
17031221600,60647,0.038298686,0.029015544,0.042475527,0.038261328
17031222200,60647,0.025541563,0.027979275,0.023726564,0.025456303
17031222500,60647,0.015270303,0.01208981,0.014269122,0.014935536
17031222600,60647,0.020460568,0.011744387,0.026381284,0.02069011
17031222700,60647,0.023711312,0.014507772,0.026215364,0.023457576
17031222800,60647,0.010681017,0.008635579,0.015430562,0.011179688
17031222900,60647,0.009041987,0.01208981,0.007632321,0.009049177
17031230100,60647,0.017182506,0.004835924,0.015098722,0.016121593
17031230200,60647,0.016526894,0.016925734,0.016923843,0.016604801
17031230300,60647,0.006720026,0.00656304,0.006139041,0.006633135
17031230400,60647,0.017510312,0.020034542,0.008461921,0.016473017
17031230400,60639,0.000877693,0.003955412,0.001596594,0.001238751
17031230500,60639,0.040198359,0.041711615,0.04204364,0.040478012
17031230600,60639,0.00197481,0.022653722,0.00532198,0.004299195
17031230600,60651,0.086313525,0.090548579,0.098765432,0.087578523
17031230700,60647,0.003114158,0.014162349,0.00182512,0.003646028
17031230700,60651,0.077601506,0.074025116,0.054673721,0.075565134
17031230800,60647,0.000710247,0.006217617,0.0016592,0.001186057
17031230800,60651,0.015918258,0.010575017,0.005291005,0.014718694
17031230900,60651,0.099704222,0.023793787,0.192239859,0.10165528
17031230900,60647,0.000928784,0.017962003,0.00149328,0.002086582
17031231100,60651,0.015918258,0.009253139,0.014109347,0.015314778
17031231200,60651,0.094165098,0.085261071,0.109347443,0.094731533
17031231500,60612,0,0.00094518,0,0.000099512
17031231500,60651,0.001774671,0.040978189,0.004115226,0.004676968
17031231500,60624,0.14699593,0.039076377,0.099545225,0.134757414
17031240200,60622,0.032012438,0.014866638,0.020325948,0.028874269
17031240300,60622,0.025314942,0.019239178,0.02453763,0.024762427
17031240300,60647,0.001994154,0.013471503,0.00232288,0.002767467
17031240500,60647,0.03884503,0.038341969,0.046789447,0.039864702
17031240600,60647,0.016991286,0.015889465,0.015430562,0.016714621
17031240700,60647,0.018903488,0.010708117,0.018251203,0.018296031
17031240800,60647,0.018220559,0.012435233,0.018085283,0.017834787
17031240900,60622,0.020251953,0.019239178,0.018311665,0.019858674
17031240900,60651,0,0.000660939,0,0.000045853
17031241000,60647,0.000792198,0.006217617,0.00232288,0.001339805
17031241000,60622,0.031932706,0.010056843,0.033327229,0.030640838
17031241100,60622,0.062230904,0.029296021,0.064457059,0.060307018
17031241100,60647,0.001420493,0.01208981,0.003982081,0.002438007
17031241200,60622,0.028025833,0.024923481,0.022706464,0.026924951
17031241200,60647,0.001884885,0.008981002,0.00265472,0.002438007
17031241300,60622,0.029540743,0.010494097,0.033876579,0.028935185
17031241300,60647,0.000628295,0.003799655,0.00099552,0.000878561
17031241400,60647,0.000819515,0.00656304,0.00298656,0.00147159
17031241400,60622,0.099306331,0.114997814,0.102362205,0.100907651
17031241500,60622,0.075625897,0.146042851,0.061710309,0.078216374
17031241600,60642,0.153160603,0.019931663,0.206851691,0.145791516
17031241600,60622,0.008132674,0.021862702,0.011719465,0.009685673
17031242000,60642,0.212238148,0.062642369,0.176496097,0.189147598
17031242000,60622,0.005023122,0.023611718,0.007141549,0.006670322
17031242100,60622,0.078974645,0.053344993,0.083684307,0.07797271
17031242200,60622,0.077140807,0.040664626,0.08899469,0.076571637
17031242300,60622,0.06510126,0.043725404,0.066837576,0.063901072
17031242400,60622,0.047201403,0.057717534,0.058597326,0.049829435
17031242500,60622,0.055533408,0.035854832,0.05292071,0.05372807
17031242600,60622,0.097273162,0.066462615,0.08789599,0.093567251
17031242700,60622,0.028783288,0.038041102,0.030946713,0.029788012
17031242800,60622,0.003269016,0.013554875,0.004211683,0.0041423
17031242800,60612,0.034110398,0.032136106,0.027690933,0.033187382
