tract,zip,res_ratio,bus_ratio,oth_ratio,tot_ratio
17031242900,60622,0.002431829,0.011805859,0.004028566,0.00335039
17031242900,60612,0.050435114,0.049621928,0.06118803,0.051547418
17031243000,60622,0.00302982,0.013117621,0.004028566,0.003898635
17031243000,60612,0.061297084,0.042533081,0.078159893,0.061200119
17031243100,60622,0.038231542,0.079142982,0.031862296,0.04002193
17031243200,60622,0.038191676,0.06165282,0.036257096,0.039504142
17031243300,60642,0.116041896,0.056947608,0.156114484,0.115281681
17031243300,60622,0.000757455,0.006996065,0.000915583,0.001218324
17031243400,60642,0.129915472,0.059225513,0.137033825,0.122708417
17031243500,60642,0.201029033,0.224943052,0.165654814,0.198380838
17031243500,60654,0,0.000243902,0,0.000049188
17031250200,60639,0.033966735,0.020855807,0.029803087,0.032353263
17031250300,60651,0.000161334,0,0.000587889,0.000183411
17031250300,60639,0.05871769,0.031283711,0.064928153,0.056363173
17031250400,60639,0.076227674,0.101402373,0.086216072,0.079462236
17031250500,60639,0.002940273,0.001438332,0.002128792,0.002732539
17031250600,60639,0.001623733,0.016540813,0.003193188,0.003242613
17031250600,60651,0.062543695,0.041639128,0.025279248,0.058186987
17031250700,60639,0.003028042,0.025530385,0.000532198,0.005137173
17031250700,60651,0.087335305,0.035690681,0.071134627,0.082488881
17031250800,60651,0.038020973,0.024454726,0.018224574,0.035535788
17031250800,60639,0.000789924,0.012944984,0.001596594,0.00207673
17031251000,60651,0.018768486,0.060806345,0.020576132,0.021825852
17031251100,60651,0.105243345,0.092531395,0.08994709,0.103168417
17031251200,60651,0.060553912,0.038334435,0.031746032,0.056765556
17031251300,60651,0.076257058,0.079312624,0.071722516,0.076115365
17031251400,60644,0.099851649,0.034644195,0.073957514,0.093442468
17031251400,60651,0.000914224,0.03172505,0.001763668,0.003117979
17031251500,60651,0.003495563,0.031064111,0.004703116,0.005502316
17031251500,60644,0.086671231,0.026217228,0.084579072,0.083364875
17031251600,60651,0.001236892,0.014540648,0.002351558,0.002246779
17031251600,60644,0.061451558,0.018726592,0.025177026,0.054929977
17031251700,60644,0.023679105,0.064606742,0.018489378,0.025123013
17031251700,60651,0.000806668,0.018506279,0.000587889,0.002017516
17031251800,60644,0.096085815,0.161985019,0.114870181,0.101674868
17031251900,60644,0.121704896,0.073970037,0.162470496,0.124195685
17031252000,60644,0.134714139,0.072097378,0.156963021,0.134225965
17031252101,60644,0.037487162,0.054307116,0.035405193,0.038086677
17031252102,60644,0.138080566,0.147003745,0.108182533,0.134935655
17031252201,60644,0.054490471,0.029026217,0.086152636,0.057011734
17031252202,60624,0,0.002664298,0.000505306,0.000227247
17031252202,60644,0.08969531,0.081460674,0.084579072,0.088663891
17031260100,60624,0.059529558,0.065719361,0.034866094,0.057152596
17031260200,60624,0.032213561,0.096802842,0.037392623,0.036927622
17031260300,60624,0.108643168,0.119893428,0.048004042,0.102545165
17031260400,60624,0.030144168,0.044404973,0.031328954,0.031189638
17031260500,60624,0.037249086,0.041740675,0.042950985,0.03817748
17031260600,60624,0.051114024,0.020426288,0.043961597,0.048346779
17031260700,60624,0.039042561,0.047069272,0.065689742,0.042551983
17031260800,60624,0.05559771,0.046181172,0.059120768,0.055391433
17031260900,60624,0.033386218,0.036412078,0.020717534,0.032155437
17031261000,60624,0.050493205,0.045293073,0.037897928,0.048744461
17031270500,60624,0.045043802,0.015097691,0.060636685,0.044881263
17031271200,60612,0.02801245,0.021266541,0.029924073,0.027515176
17031271300,60624,0.023246189,0.008880995,0.042950985,0.024542666
17031271300,60612,0,0.00094518,0.000446628,0.000149269
17031271400,60624,0.03918052,0.028419183,0.080848914,0.043176912
17031271500,60624,0.033110299,0.007104796,0.027791814,0.030848767
17031271800,60612,0.018929048,0.018903592,0.016525234,0.018658573
17031280100,60606,0.355555556,0.043319916,0.104194858,0.152251849
17031280100,60661,0.551240008,0.572124163,0.526748971,0.553125263
17031280100,60654,0.029703612,0.001707317,0.003699137,0.023020167
17031280400,60612,0.037286413,0.062381853,0.035730237,0.0397552
17031280400,60607,0,0.006935687,0.002586653,0.001322363
17031280800,60612,0.089627136,0.058601134,0.043322912,0.08120211
17031280800,60686,0,0,1,1
17031280900,60612,0.029155815,0.007561437,0.020544886,0.025922977
17031281900,60607,0.006791615,0.022068096,0.004655975,0.00896268
17031281900,60606,0.071717172,0.069196856,0.087956698,0.071588618
17031281900,60661,0.442918631,0.393183201,0.395061728,0.434087659
17031282700,60608,0.000212495,0.00179019,0.000886001,0.000437578
17031282700,60612,0.061995808,0.02221172,0.062974542,0.057916211
17031282800,60608,0.000169996,0.002506266,0.000590667,0.000437578
17031282800,60612,0.041732834,0.034026465,0.060294774,0.042989352
17031283100,60607,0.091948018,0.018915511,0.059493016,0.077529631
17031283200,60608,0.002549936,0.001074114,0.01033668,0.003298664
17031283200,60607,0.042904721,0.010718789,0.050181066,0.038593398
17031283800,60608,0.073013175,0.005370569,0.042232723,0.063145848
17031290900,60623,0.067993759,0.042094958,0.112579763,0.069762861
17031290900,60624,0.005725322,0.021314387,0.006063669,0.006760595
17031291200,60624,0.00013796,0.010657194,0,0.000795364
17031291200,60623,0.041420398,0.007342144,0.072014585,0.041321988
17031291600,60608,0.012707182,0.000716076,0.022740697,0.012723417
17031292200,60623,0.042697054,0.017131669,0.05515041,0.041715906
17031292400,60623,0.034706133,0.033284386,0.052415679,0.036122272
17031292500,60623,0.057733226,0.045031816,0.054238833,0.056409044
17031300500,60623,0.025485839,0.053352912,0.014129444,0.026747026
17031300600,60623,0.030214195,0.04062653,0.023245214,0.030449854
17031300700,60623,0.039576339,0.037689672,0.022789426,0.037973686
17031300800,60623,0.036219207,0.051395007,0.032816773,0.037146459
17031300900,60623,0.037968698,0.046010768,0.043755697,0.039116048
17031301100,60608,0.003824904,0.005370569,0.003248671,0.003904541
17031301100,60623,0.018677006,0.008321096,0.023245214,0.018238399
17031301200,60608,0.038504037,0.034013605,0.032191376,0.037362415
17031301600,60623,0.03626649,0.030837004,0.011850501,0.033719373
17031301701,60623,0.036644759,0.06412139,0.018687329,0.037304026
17031301702,60623,0.031821836,0.015173764,0.007292616,0.028362089
17031301801,60623,0.033996879,0.037200196,0.005469462,0.031789175
17031301802,60623,0.030828881,0.068526676,0.018231541,0.03277397
17031301803,60623,0.039103504,0.019089574,0.014129444,0.035334436
17031310200,60608,0.006247344,0.019334049,0.010927348,0.00801104
17031310200,60616,0.01891728,0.019349164,0.036261491,0.020058804
17031310300,60608,0.032086698,0.095596133,0.036916716,0.038607829
17031310400,60608,0.017127072,0.010025063,0.028942705,0.017806052
17031310500,60608,0.020314492,0.03329753,0.028942705,0.022518429
17031310600,60608,0.075223119,0.066237021,0.100413467,0.077249318
17031310700,60608,0.040968976,0.052989617,0.024808033,0.040257161
17031310800,60608,0.050531237,0.045112782,0.069994093,0.052240062
17031310900,60608,0.056651084,0.036877909,0.060838748,0.055269447
17031320100,60601,0.818267988,0.656763096,0.734348562,0.77652342
17031320100,60602,0.880564604,0.282381998,0.25879397,0.391497078
17031320100,60603,0,0.001499813,0.002873563,0.001309243
17031320100,60681,1,1,1,1
17031320400,60687,0,0,1,1
17031320400,60603,0.771144279,0.359580052,0.353448276,0.445666405
17031320400,60685,0,0,1,1
17031320400,60604,0.710691824,0.191919192,0.302564103,0.298245614
17031320400,60602,0,0.03402854,0.027638191,0.02720129
17031320400,60605,0.00850718,0.183869148,0.029380902,0.024125395
17031320600,60605,0.22210783,0.206993796,0.120671563,0.21627874
17031330100,60605,0.406393931,0.15679639,0.248688353,0.378405174
17031330100,60616,0.232201077,0.193931398,0.133299285,0.223031689
17031330200,60605,0.052722839,0.010152284,0.318992655,0.061139701
17031330200,60616,0.038365304,0.012752858,0.022982635,0.035478602
17031330200,60668,0,1,0,1
17031340300,60616,0.021343544,0.006596306,0.022982635,0.020352826
17031340400,60616,0.023428615,0.031222515,0.055158325,0.026037243
17031340500,60616,0.031010691,0.010993843,0.045454545,0.030447566
17031340600,60609,0.020741923,0.005278311,0.033182504,0.020431845
17031340600,60616,0,0.000439754,0,0.000032669
17031350100,60616,0.064409735,0.005716799,0.007150153,0.056386802
17031350400,60616,0.02797786,0.004837291,0.017875383,0.025612545
17031351000,60616,0.089733869,0.021987687,0.026046987,0.080627246
17031351100,60653,0.053060756,0.017421603,0.058131488,0.052303331
17031351100,60616,0,0.004397537,0,0.000326691
17031351400,60616,0,0,0.001532176,0.000098007
17031351400,60653,0.036120363,0.053426249,0.026643599,0.035530357
17031351400,60609,0.005235341,0.003838772,0.008044243,0.005346264
17031351500,60616,0.000909849,0.001319261,0.00102145,0.000947403
17031351500,60609,0.017151974,0.002399232,0.0231272,0.016370343
17031360200,60653,0.046112323,0.017421603,0.04532872,0.044838176
17031380100,60653,0.070690249,0.066202091,0.065051903,0.069737775
17031380200,60653,0.08613759,0.039488966,0.04083045,0.07805339
17031380500,60609,0.009274033,0.001919386,0.028154852,0.010195201
17031380700,60653,0.03301941,0.040650407,0.051211073,0.035813844
17031380700,60609,0.000199442,0.002879079,0.001508296,0.000538771
17031381200,60653,0.010681061,0.072009292,0.015916955,0.013890858
17031381200,60615,0.03621256,0.01084991,0.037980656,0.035554132
17031381400,60609,0,0.000959693,0,0.000082888
17031381400,60653,0.004077179,0.055749129,0.010034602,0.006992677
17031381400,60615,0.030067633,0.02079566,0.062750649,0.03417681
17031381500,60653,0.043930171,0.059233449,0.042214533,0.04431845
17031381500,60609,0,0.001439539,0,0.000124332
17031381700,60609,0.000149581,0.011036468,0.003016591,0.001326205
17031381800,60609,0,0.000479846,0,0.000041444
17031381800,60615,0.028560386,0.051537071,0.052842652,0.032671365
17031381900,60615,0.024695652,0.00994575,0.030195801,0.024919923
17031390100,60653,0.036120363,0.039488966,0.043598616,0.037278526
17031390200,60653,0.053118181,0.041811847,0.046366782,0.051736357
17031390300,60653,0.111691742,0.18466899,0.074048443,0.109520435
17031390400,60615,0.069835749,0.028933092,0.072658646,0.068770019
17031390400,60653,0.000689101,0.004645761,0.001384083,0.000944956
17031390500,60653,0.005685081,0,0.016262976,0.006898181
17031390500,60615,0.029294686,0.006329114,0.041519226,0.030140935
17031390600,60615,0.035903382,0.008137432,0.030903515,0.034240871
17031390600,60653,0,0.003484321,0.000692042,0.000236239
17031390700,60615,0.189487923,0.028933092,0.027364945,0.161787316
17031400300,60615,0.02705314,0.032549729,0.060627506,0.031806534
17031400300,60637,0,0.00341006,0.000261506,0.000164225
17031400300,60609,0,0.000479846,0,0.000041444
17031400400,60637,0.036936618,0.040920716,0.078713389,0.042337253
17031400500,60621,0.000131036,0.019851117,0.000531915,0.001058555
17031400500,60637,0.040748163,0.017050298,0.078190377,0.04453787
17031400800,60621,0.000655179,0.006203474,0.00106383,0.000947128
17031400800,60637,0.059923769,0.056265985,0.064069038,0.060303488
17031410100,60615,0.055884058,0.05244123,0.025477707,0.051633568
17031410200,60615,0.031033816,0.002712477,0.021231423,0.028699552
17031410500,60615,0.058743961,0.01084991,0.081623024,0.060153748
17031410600,60615,0.044792271,0.037070524,0.050955414,0.045355541
17031410700,60615,0.046763285,0.058770344,0.066053314,0.049807816
17031410800,60637,0.01139534,0.000852515,0.001046025,0.009689286
17031410800,60615,0.071536232,0.431283906,0.047416844,0.081005766
17031410900,60615,0.090975845,0.08318264,0.079263977,0.089109545
17031411000,60637,0.083421745,0.042625746,0.049424686,0.077579978
17031411000,60615,0.006763285,0.028028933,0.004953999,0.00727098
17031411100,60615,0.005565217,0.025316456,0.001651333,0.005733504
17031411100,60637,0.038115447,0.021312873,0.028242678,0.036228076
17031411200,60637,0.031906951,0.034953112,0.020920502,0.03064442
17031411200,60615,0.001120773,0,0,0.000928892
17031420100,60637,0.031238948,0.021312873,0.039748954,0.031925376
17031420200,60637,0.032496365,0.028132992,0.038702929,0.033107797
17031420300,60637,0.028645526,0.013640239,0.037656904,0.029199238
17031420400,60637,0.030688829,0.036658142,0.024058577,0.030086054
17031420500,60637,0.090455421,0.104859335,0.051516736,0.086119687
17031420600,60637,0.041769814,0.068201194,0.064330544,0.045621757
17031420700,60637,0.065857205,0.095481671,0.038441423,0.063555147
17031420800,60637,0.043655939,0.05370844,0.052562762,0.045161926
17031421200,60637,0.029627883,0.042625746,0.008629707,0.027491296
17031430101,60649,0.074204588,0.048817696,0.110414395,0.07709034
17031430102,60649,0.07291702,0.028222731,0.062431843,0.070103212
17031430200,60649,0.094263545,0.03279939,0.118047983,0.094456686
17031430300,60619,0.000031203,0.001425178,0,0.000105003
17031430300,60637,0.04632795,0.019607843,0.037133891,0.04414373
17031430300,60649,0.000508251,0.025171625,0.002453653,0.001652557
17031430400,60619,0.041469046,0.02327791,0.030195382,0.039297527
17031430400,60649,0,0.020594966,0.000545256,0.000840775
17031430500,60649,0.074746722,0.080091533,0.094056707,0.077003363
17031430600,60649,0.029105818,0.069412662,0.026444929,0.030354865
17031430700,60649,0.045945854,0.041952708,0.051254089,0.046358576
17031430800,60649,0.027614949,0.046529367,0.025354417,0.028093471
17031430900,60649,0.02802155,0.025171625,0.035441658,0.028702308
17031431200,60649,0.040863348,0.061784897,0.018811341,0.039313464
17031431301,60649,0.063361908,0.055682685,0.089422028,0.065841355
17031431302,60649,0.170331718,0.22044241,0.130861505,0.168038966
17031431400,60649,0.145529089,0.054157132,0.101145038,0.137336194
17031440101,60619,0.078538442,0.039429929,0.184217204,0.087310338
17031440102,60619,0.063061658,0.059382423,0.144633342,0.071297317
17031440201,60619,0.083718173,0.083610451,0.143618371,0.089909172
17031440202,60619,0.067367698,0.05415677,0.084750063,0.068435974
17031440300,60619,0.069489516,0.056057007,0.051002284,0.066834672
17031440600,60619,0.026429106,0.012826603,0.001268714,0.0230745
17031440700,60619,0.020594109,0.011401425,0.011164679,0.019110621
17031440800,60619,0.027614828,0.0152019,0.038315148,0.028035911
17031440900,60619,0.034167499,0.027553444,0.01877696,0.032209797
17031450300,60617,0.047912411,0.087248322,0.046097433,0.049980099
17031460100,60649,0.012231898,0.014492754,0.01172301,0.012263713
17031460100,60617,0.039293922,0.028910687,0.055002619,0.039574686
17031460200,60617,0.028089888,0.024264326,0.04924044,0.029027122
17031460301,60617,0.035623085,0.020134228,0.043478261,0.035196452
17031460302,60617,0.046763279,0.019617966,0.062336302,0.046113607
17031460302,60649,0.000067767,0.006864989,0.000545256,0.000376899
17031460400,60617,0.04982763,0.012390294,0.109481404,0.051003582
17031460400,60649,0.00030495,0.020594966,0.001090513,0.001159689
17031460500,60649,0.001524752,0.051868802,0.002453653,0.003537052
17031460500,60617,0.077789837,0.035622096,0.078051336,0.07548189
17031460600,60617,0.012225485,0.007743934,0.01990571,0.012395519
17031460700,60617,0.031984168,0.038203407,0.130958617,0.0376983
17031461000,60617,0.028504852,0.077439339,0.046621268,0.032182862
17031470100,60619,0.034697953,0.046555819,0.014209591,0.03323358
17031480100,60617,0.030898876,0.04336603,0.018334206,0.030903508
17031480200,60617,0,0.005162623,0.002095338,0.000398021
17031480200,60619,0.017817024,0.013776722,0.016239533,0.017430566
17031480300,60617,0.000127681,0.015487868,0.000523834,0.000995053
17031480300,60619,0.018503495,0.001900238,0.017761989,0.017509319
17031480400,60617,0.077694076,0.037687145,0.027239392,0.072752601
17031480500,60617,0.065117467,0.09808983,0.022001048,0.064593165
17031490300,60619,0.0292998,0.011401425,0.003806141,0.025673334
17031490400,60619,0.013448577,0.003800475,0.005328597,0.012075392
17031490500,60628,0.026838727,0.004211793,0.023277467,0.025538857
17031490500,60619,0.000187219,0.007125891,0.001014971,0.000656271
17031490600,60620,0.000865801,0,0,0.000764683
17031490600,60628,0.020008923,0.024067389,0.005586592,0.019734572
17031490700,60628,0.035521845,0.01022864,0.008379888,0.033288363
17031490800,60628,0.052133027,0.039711191,0.037243948,0.050983591
17031490901,60628,0.11178227,0.103489771,0.242085661,0.115740595
17031490902,60628,0.073686378,0.05354994,0.082867784,0.072945753
17031491000,60628,0.060953427,0.040914561,0.053072626,0.059642958
17031491100,60628,0.05453547,0.086040915,0.020484171,0.055030904
17031491200,60628,0.028005629,0.032490975,0.02886406,0.02826844
17031491300,60628,0.031746577,0.025270758,0.027932961,0.031280394
17031491400,60628,0.046710368,0.143802647,0.145251397,0.055093653
17031500100,60619,0.000405642,0.010451306,0.000253743,0.000945031
17031500100,60628,0.057178158,0.041516245,0.010242086,0.054779908
17031500200,60628,0.030476713,0.030084236,0.018621974,0.030056788
17031500300,60628,0.028451797,0.024669073,0.01396648,0.027766448
17031510100,60617,0.031473442,0.036138358,0.025667889,0.03141525
17031510200,60617,0.036580695,0.024780589,0.003143007,0.034116108
17031510300,60617,0.070512002,0.058853898,0.012048193,0.066696992
17031520100,60617,0.017173136,0.039235932,0.033001572,0.019247171
17031520200,60617,0.031154239,0.033557047,0.043478261,0.031955422
17031520300,60617,0.057233146,0.060402685,0.01990571,0.055381816
17031520400,60617,0.038815117,0.044914817,0.025667889,0.038437482
17031520500,60617,0.048295455,0.009292721,0.010476689,0.04409507
17031520600,60617,0.026557712,0.006711409,0.008905186,0.024506738
17031530100,60628,0.029858942,0.056558363,0.086592179,0.033162865
17031530200,60628,0.063252909,0.036101083,0.053072626,0.061494055
17031530300,60643,0.078068129,0.026421597,0.031420765,0.072877881
17031530300,60628,0.000171603,0.006016847,0,0.000470618
17031530400,60643,0.035837611,0.013210798,0.020491803,0.033719617
17031530400,60628,0.000514809,0.008423586,0.002793296,0.001003985
17031530501,60628,0.06881285,0.048736462,0.059590317,0.067455213
17031530502,60628,0.020180526,0.005415162,0,0.018730587
17031530503,60628,0.05450115,0.037906137,0.02141527,0.052520942
17031530503,60643,0.017405506,0,0,0.015604736
17031530600,60628,0.043999039,0.02166065,0.037243948,0.042606595
17031540102,60628,0,0.022262335,0.002793296,0.001254981
17031550100,60633,0.489631336,0.366242038,0.392070485,0.479039833
17031550100,60617,0.007980082,0.017036655,0,0.008045716
17031550200,60633,0.206221198,0.149681529,0.066079295,0.197599583
17031560100,60632,0.014030416,0.017269293,0.019165727,0.014504468
17031560200,60632,0,0.001618996,0.001127396,0.000179622
17031560200,60638,0.025675993,0.014438503,0.002895753,0.02383021
17031560300,60638,0.044392194,0.017112299,0.004826255,0.040585826
17031560400,60632,0.024834861,0.016729628,0.004509583,0.023350846
17031560700,60638,0.056242652,0.044385027,0.066602317,0.05576931
17031560800,60638,0.098236539,0.073796791,0.079150579,0.095527698
17031560900,60638,0.088502234,0.058823529,0.027992278,0.083612594
17031561000,60638,0.098048436,0.072727273,0.033783784,0.093334988
17031561100,60638,0.092170233,0.012299465,0.013513514,0.082619668
17031570100,60632,0.017563623,0.035078251,0.022547914,0.019219543
17031570200,60632,0.02821445,0.094981112,0.028184893,0.033768916
17031570300,60632,0.068615905,0.064759849,0.04735062,0.067448022
17031570400,60632,0.023657125,0.033998921,0.06313416,0.02609008
17031570500,60632,0.033488658,0.028062601,0.041713641,0.033364767
17031580100,60632,0.041118337,0.039395575,0.085682074,0.042750011
17031580100,60608,0,0.000716076,0,0.00006732
17031580200,60632,0.037789953,0.026443605,0.033821871,0.036687772
17031580200,60608,0.000042499,0.000358038,0,0.00006732
17031580300,60632,0.024886067,0.022126282,0.036076663,0.02510216
17031580400,60632,0.054636694,0.055045872,0.069898534,0.055278638
17031580501,60632,0.049106457,0.048030221,0.051860203,0.049126589
17031580502,60632,0.04644375,0.075013492,0.038331454,0.048497912
17031580600,60632,0.058886784,0.030221263,0.042841037,0.05586241
17031580700,60609,0.004537296,0.018234165,0.0115636,0.006299474
17031580700,60632,0.053510164,0.008634647,0.024802706,0.048632628
17031580800,60609,0.000398883,0.004798464,0.000502765,0.000787434
17031580800,60632,0.018587741,0.01295197,0.024802706,0.018366339
17031590500,60609,0.03056442,0.025431862,0.038210156,0.030751378
17031590600,60609,0.04721779,0.011516315,0.030165913,0.042728667
17031590700,60609,0.047766254,0.047504798,0.033182504,0.046541506
17031600400,60608,0.005949851,0.006802721,0.007088009,0.00615975
17031600400,60616,0.040753658,0.020228672,0.068437181,0.040999673
17031600600,60608,0.036889078,0.016469746,0.023331364,0.033424215
17031600700,60608,0.037229069,0.017185822,0.023036031,0.033727153
17031600900,60608,0.060093498,0.022198353,0.072356763,0.057928574
17031610300,60609,0.060281213,0.09452975,0.091000503,0.065771478
17031610400,60609,0.021838851,0.034548944,0.032679739,0.023830246
17031610800,60609,0.025927403,0.005278311,0.016591252,0.023374363
17031611000,60609,0.018697647,0.018234165,0.013071895,0.018193875
17031611100,60609,0.031112884,0.007677543,0.028154852,0.028844958
17031611200,60609,0.030315118,0.034548944,0.034188034,0.031000041
17031611300,60609,0.045023933,0.046545106,0.068376068,0.047080277
17031611400,60609,0.033556043,0.022552783,0.027149321,0.032077583
17031611500,60609,0.034702832,0.02975048,0.019105078,0.032989349
17031611600,60609,0.02423215,0.006238004,0.010558069,0.021550831
17031611700,60609,0.029567212,0.012476008,0.032679739,0.028347631
17031611800,60609,0.035799761,0.015355086,0.023629965,0.033030793
17031611900,60609,0.036597527,0.035508637,0.054801408,0.038004062
17031612000,60609,0.027024332,0.006238004,0.020110608,0.024659124
17031612100,60609,0.025628241,0.012476008,0.017094017,0.023788802
17031620100,60632,0.060013314,0.025364274,0.036076663,0.056176748
17031620200,60632,0.035383276,0.044252563,0.06313416,0.037226638
17031620300,60629,0.051749825,0.040953545,0.036774194,0.050616771
17031620300,60632,0.00624712,0.008094981,0.01578354,0.006780727
17031620400,60629,0.034418803,0.020782396,0.010967742,0.032792793
17031620400,60632,0.003942854,0.004317323,0.004509583,0.003996587
17031630100,60609,0.015656163,0.015834933,0.019105078,0.015955904
17031630200,60632,0.019970301,0.028062601,0.019165727,0.020611613
17031630200,60609,0.001645393,0.003358925,0.003016591,0.00190642
17031630300,60632,0.052844488,0.051807879,0.040586246,0.052269972
17031630400,60632,0.068769522,0.028602267,0.046223224,0.064529166
17031630500,60609,0.000498604,0.005278311,0.004524887,0.001243317
17031630500,60632,0.066209227,0.027522936,0.038331454,0.061879743
17031630800,60632,0.004147678,0.004317323,0.012401353,0.004490547
17031630800,60629,0.045060659,0.031784841,0.040645161,0.044268884
17031630900,60629,0.038675545,0.02200489,0.020645161,0.037144837
17031630900,60632,0.001536177,0.004856989,0,0.001751313
17031640100,60629,0.015172246,0.012836186,0.01483871,0.015051975
17031640300,60638,0.105290383,0.045989305,0.099420849,0.100450954
17031640400,60638,0.058452857,0.055614973,0.071428571,0.058789458
17031640500,60638,0.072795674,0.036898396,0.208494208,0.075834678
17031640600,60638,0.079332236,0.055080214,0.222972973,0.083612594
17031640700,60638,0.050834705,0.025668449,0.025096525,0.047784535
17031640800,60638,0.000047026,0.006417112,0.001930502,0.000620578
17031640800,60629,0.016753322,0.00794621,0.013548387,0.016216216
17031650100,60629,0.036243121,0.040953545,0.040645161,0.036645877
17031650200,60629,0.062604518,0.087408313,0.032258065,0.062425502
17031650301,60629,0.04919578,0.086797066,0.026451613,0.04992377
17031650302,60629,0.032320837,0.032396088,0.013548387,0.031517672
17031650400,60629,0.051111314,0.024449878,0.010967742,0.048177408
17031650500,60629,0.058651829,0.073349633,0.02,0.057657658
17031650500,60652,0.034187408,0.281798246,0.13546798,0.052009614
17031660301,60629,0.017209401,0.042176039,0.032258065,0.018988219
17031660302,60629,0.048009973,0.050122249,0.070322581,0.049064449
17031660400,60629,0.043145125,0.061735941,0.033548387,0.043575884
17031660500,60629,0.039618109,0.035452323,0.049032258,0.03983368
17031660600,60636,0,0.001826484,0.004395604,0.000377477
17031660600,60629,0.068107878,0.10391198,0.12,0.071961192
17031660700,60636,0.048668107,0.048401826,0.023076923,0.047184649
17031660800,60629,0.056553863,0.022616137,0.108387097,0.057241857
17031660800,60636,0.000719942,0.01369863,0.002197802,0.001698647
17031660900,60636,0.001943844,0.021917808,0.006593407,0.003586033
17031660900,60629,0.04518228,0.053789731,0.099354839,0.047900208
17031661000,60636,0.044276458,0.061187215,0.023076923,0.044227745
17031661000,60629,0.042537018,0.027506112,0.052903226,0.042300762
17031661100,60629,0.056462647,0.016503667,0.042580645,0.054054054
17031670100,60636,0.041468683,0.017351598,0.040659341,0.039760931
17031670200,60636,0.035709143,0.030136986,0.057142857,0.036552375
17031670300,60636,0.033837293,0.031050228,0.054945055,0.034853728
17031670400,60636,0.038660907,0.021004566,0.026373626,0.036741114
17031670500,60636,0.0275018,0.02739726,0.032967033,0.027807487
17031670600,60636,0.034989201,0.023744292,0.049450549,0.035042466
17031670700,60636,0.030525558,0.056621005,0.041758242,0.032966342
17031670800,60636,0.039524838,0.044748858,0.061538462,0.041145014
17031670900,60636,0.033837293,0.031050228,0.014285714,0.032525952
17031671100,60636,0.09712023,0.082191781,0.046153846,0.093173954
17031671200,60636,0.027069834,0.025570776,0.041758242,0.027807487
17031671300,60636,0.05399568,0.024657534,0.087912088,0.053916326
17031671400,60636,0.039956803,0.021004566,0.045054945,0.038943064
17031671500,60636,0.072066235,0.060273973,0.079120879,0.071657754
17031671600,60636,0.060979122,0.052968037,0.058241758,0.060270525
17031671800,60636,0.033117351,0.025570776,0.018681319,0.031770997
17031671900,60636,0.027069834,0.021004566,0.017582418,0.026108839
17031672000,60636,0.086897048,0.042922374,0.028571429,0.080528468
17031680500,60621,0.034527943,0.012406948,0.02287234,0.032313778
17031680500,60636,0.001295896,0.007305936,0,0.001635735
17031680600,60621,0.030662386,0.048387097,0.038297872,0.032258065
17031680600,60636,0.004391649,0.006392694,0.002197802,0.004403901
17031680900,60621,0.186463998,0.148883375,0.12393617,0.178227199
17031681000,60621,0.088383673,0.093052109,0.056382979,0.085241518
17031681000,60636,0.003887689,0,0.004395604,0.003648946
17031681100,60636,0.001727862,0.006392694,0.002197802,0.002076125
17031681100,60621,0.086418135,0.078163772,0.071808511,0.084517243
17031681200,60621,0.075673197,0.111662531,0.080851064,0.077831634
17031681300,60621,0.066042063,0.064516129,0.056914894,0.06501755
17031681300,60620,0.003829504,0.001797753,0.006872852,0.003852828
17031681400,60636,0.000935925,0.00913242,0.007692308,0.001887386
17031681400,60621,0.071676604,0.038461538,0.021808511,0.064961836
17031690300,60621,0.058376466,0.047146402,0.059042553,0.057941947
17031690400,60619,0.000717673,0.013776722,0.001268714,0.001496299
17031690400,60637,0.064717671,0.065643649,0.036610879,0.061223149
17031690500,60637,0.016739361,0.016197783,0.008629707,0.015699928
17031690500,60619,0.001092112,0.012351544,0.00279117,0.001890061
17031690900,60619,0.059348477,0.057957245,0.05252474,0.058565653
17031691000,60619,0.035852471,0.039904988,0.029941639,0.035464903
17031691100,60621,0.090021621,0.079404467,0.098404255,0.090422865
17031691200,60620,0.042191142,0.099325843,0.083046964,0.048027999
17031691300,60619,0.033949076,0.041805226,0.016239533,0.032551058
17031691400,60619,0.046867199,0.083610451,0.018269475,0.045938993
17031691500,60619,0.067055667,0.189548694,0.035523979,0.070562293
17031700100,60652,0.077891654,0.087719298,0.142857143,0.080251035
17031700100,60629,0,0.000611247,0,0.00002772
17031700100,60620,0.0000333,0.031011236,0.001718213,0.002146996
17031700200,60629,0,0.011002445,0.001290323,0.000554401
17031700200,60652,0.130893119,0.059210526,0.113300493,0.126051542
17031700301,60652,0.122767204,0.067982456,0.056650246,0.117639204
17031700302,60652,0.132137628,0.054824561,0.108374384,0.126785953
17031700401,60652,0.16420205,0.214912281,0.157635468,0.167111764
17031700402,60652,0.092020498,0.104166667,0.024630542,0.090933369
17031700501,60620,0.008791209,0.031910112,0.004009164,0.010058528
17031700501,60652,0.167423133,0.114035088,0.169950739,0.164240887
17031700502,60652,0.078477306,0.015350877,0.091133005,0.074976632
17031700502,60620,0,0.000449438,0,0.000029411
17031710100,60620,0.018814519,0.023370787,0.034364261,0.019911179
17031710200,60620,0.065367965,0.03011236,0.050400916,0.062292286
